yearID,playerID,salary,G_fielding,GS_fielding,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR,W,L,G_pitching,GS_pitching,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP_right,HBP,BK,BFP,GF,R,SH,SF,GIDP,G_batting2,G_batting_total,AB,R_right,H_right,2B,3B,HR_right,RBI,SB_right,CS_right,BB_right,SO_right,IBB_right,HBP_right,SH_right,SF_right,GIDP_right,G_old,Training_Validation
2016,altuvjo01,3687500,149,147,3933,206,363,7,73,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,161,0,640,108,216,42,5,24,96,30,10,60,70,11,7,3,7,15,0,Validation
2012,alvarhe01,482900,31,31,562,15,35,4,2,0,0,0,0,0,9,14,31,31,1,1,0,562,216,101,29,54,79,0.29,4.85,2,3,3,1,807,0,110,2,4,30,31,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Training
2013,alvarhe01,507900,17,17,308,14,19,1,1,0,0,0,0,0,5,6,17,17,1,1,0,308,90,41,2,27,57,0.237,3.59,1,4,7,1,418,0,42,0,4,11,17,0,30,2,9,3,0,1,6,0,0,0,12,0,0,4,1,0,0,Training
2014,alvarhe01,525400,30,30,561,18,36,2,5,0,0,0,0,0,12,7,30,30,3,3,0,561,198,55,14,33,111,0.275,2.65,3,4,8,0,772,0,65,7,4,24,30,0,57,2,11,0,0,0,2,0,0,1,20,0,0,8,1,0,0,Training
2015,alvarhe01,4000000,4,4,67,3,4,1,0,0,0,0,0,0,0,4,4,4,0,0,0,67,28,16,1,7,9,0.311,6.45,1,3,0,1,102,0,18,4,1,1,4,0,6,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,Training
2016,alvarhe01,4250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validation
2015,alvarjo02,509500,64,0,201,6,8,0,1,0,0,0,0,0,4,3,64,0,0,0,0,201,58,26,5,23,59,0.228,3.49,4,1,5,0,283,18,29,0,1,7,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2016,alvarjo02,507500,64,0,172,1,5,1,2,0,0,0,0,0,1,3,64,0,0,0,0,172,71,22,4,15,51,0.298,3.45,4,2,1,0,256,12,29,1,1,5,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validation
2011,alvarpe01,2050000,66,62,1647,55,145,14,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,235,18,45,9,1,4,19,1,0,24,80,1,2,1,0,11,0,Training
2012,alvarpe01,2200000,145,143,3819,73,264,27,23,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,149,0,525,64,128,25,1,30,85,1,0,57,180,6,1,0,3,10,0,Training
2013,alvarpe01,700000,150,148,3985,72,359,27,27,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,152,0,558,70,130,22,2,36,100,2,0,48,186,7,4,0,4,16,0,Training
2014,alvarpe01,4250000,104,100,2581,100,234,25,29,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,122,0,398,46,92,13,1,18,56,8,3,45,113,6,2,0,0,12,0,Training
2015,alvarpe01,5750000,124,119,2719,966,68,23,98,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,150,0,437,60,106,18,0,27,77,2,0,48,131,9,2,0,4,6,0,Training
2016,alvarpe01,5731704,12,6,159,0,5,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,109,0,337,43,84,20,0,22,49,1,0,37,97,1,0,0,2,6,0,Validation
2015,alvarrj01,507500,21,0,60,2,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,60,27,22,7,13,23,0.318,9.9,1,5,0,0,100,11,23,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2016,alvarrj01,510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validation
2012,amarial01,481000,99,64,1783,120,128,4,22,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,106,0,275,36,66,15,5,5,32,8,4,17,42,1,0,6,2,2,0,Training
2013,amarial01,497400,140,84,2458,214,84,5,17,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,146,0,368,35,87,14,4,5,32,4,2,22,57,1,2,3,1,7,0,Training
2014,amarial01,511100,142,119,3252,178,273,9,44,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,148,0,423,39,101,13,2,5,40,12,1,29,69,5,1,8,5,6,0,Training
2015,amarial01,1150000,117,87,2362,139,240,12,53,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,118,0,324,28,66,10,4,3,30,5,1,24,55,4,1,3,5,6,0,Training
2010,ambrihe01,400000,34,0,145,1,7,0,0,0,0,0,0,0,0,2,34,0,0,0,0,145,68,30,10,17,37,0.338,5.59,1,4,1,0,224,20,31,2,3,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2013,ambrihe01,493400,43,0,109,1,9,0,1,0,0,0,0,0,2,4,43,0,0,0,2,109,50,23,8,14,27,0.325,5.7,1,4,1,0,171,10,28,0,2,6,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2006,amezaal01,340000,118,82,2264,209,64,6,20,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,132,0,334,42,87,9,3,3,19,20,12,33,46,4,3,7,1,5,0,Training
2007,amezaal01,380000,136,92,2634,263,71,8,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,133,0,400,46,105,14,9,2,30,13,7,35,52,0,4,4,5,4,0,Training
2008,amezaal01,945000,123,67,2044,187,60,2,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,125,0,311,41,82,13,5,3,32,8,2,19,47,1,3,4,0,6,0,Training
2009,amezaal01,1300000,22,13,409,38,15,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,69,6,15,3,0,0,5,1,1,5,16,2,0,0,1,0,0,Training
2006,anderbr03,330000,134,106,2898,305,3,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,134,0,365,46,82,23,1,8,33,4,7,30,90,2,5,2,3,3,0,Training
2007,anderbr03,390000,8,3,106,9,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,17,3,2,1,0,0,0,0,0,2,7,0,0,0,0,2,0,Training
2008,anderbr03,395000,98,39,1408,105,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,109,0,181,24,42,13,0,8,26,5,1,10,45,0,0,2,0,2,0,Training
2009,anderbr03,440000,83,54,1590,124,3,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,202,32,49,9,0,4,18,3,6,23,54,0,3,2,1,6,0,Training
2009,anderbr04,400000,30,30,526,0,29,0,5,0,0,0,0,0,11,11,30,30,1,1,0,526,180,79,20,45,150,0.265,4.06,1,0,3,1,735,0,94,4,4,24,30,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Training
2010,anderbr04,410000,19,19,337,4,31,1,1,0,0,0,0,0,7,6,19,19,0,0,0,337,112,35,6,22,75,0.257,2.8,2,4,7,2,470,0,41,3,2,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2011,anderbr04,1250000,13,13,250,0,21,2,1,0,0,0,0,0,3,6,13,13,1,0,0,250,86,37,8,25,61,0.27,4.0,1,0,7,1,356,0,40,4,1,8,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2012,anderbr04,3250000,6,6,105,0,1,0,0,0,0,0,0,0,4,2,6,6,0,0,0,105,29,10,1,7,25,0.225,2.57,1,1,1,0,137,0,11,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2013,anderbr04,5750000,16,5,134,0,4,0,0,0,0,0,0,0,1,4,16,5,0,0,3,134,51,30,5,21,46,0.287,6.04,1,0,0,0,200,4,32,1,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2014,anderbr04,8000000,8,8,130,0,5,0,0,0,0,0,0,0,1,3,8,8,0,0,0,130,44,14,1,13,29,0.267,2.91,3,0,0,0,180,0,18,1,1,6,8,0,14,0,2,2,0,0,1,0,0,0,7,0,0,1,0,0,0,Training
2015,anderbr04,10000000,31,31,541,4,47,0,1,0,0,0,0,0,10,9,31,31,1,0,0,541,194,74,18,46,116,0.278,3.69,2,4,2,2,750,0,82,3,2,23,31,0,47,1,4,1,0,0,3,0,0,5,32,0,0,9,0,2,0,Training
2016,anderbr04,15800000,4,3,34,0,3,0,0,0,0,0,0,0,1,2,4,3,0,0,0,34,25,15,4,4,5,0.446,11.91,0,2,0,0,62,0,15,1,1,0,4,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Validation
2015,anderch01,512500,27,27,458,8,14,2,2,0,0,0,0,0,6,6,27,27,0,0,0,458,158,73,18,40,111,0.272,4.3,2,3,7,0,640,0,75,3,9,15,28,0,48,0,5,0,0,0,3,0,0,1,23,0,0,8,0,2,0,Training
2016,anderch01,520200,31,30,455,8,19,1,1,0,0,0,0,0,9,11,31,30,0,0,0,455,155,74,28,53,120,0.266,4.39,0,4,4,0,647,1,83,4,3,12,31,0,45,3,4,0,0,0,1,0,0,1,27,0,1,5,0,0,0,Validation
2016,anderco01,511400,19,9,182,4,4,1,2,0,0,0,0,0,2,5,19,9,0,0,0,182,85,45,13,13,54,0.333,6.68,3,5,1,0,270,2,45,0,1,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validation
2006,anderga01,10600000,94,94,2438,192,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,141,0,543,63,152,28,2,17,85,1,0,38,95,11,0,0,7,8,0,Training
2007,anderga01,11600000,85,85,2173,143,7,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,108,0,417,67,124,31,1,16,80,1,0,27,54,9,0,0,6,8,0,Training
2008,anderga01,12600000,82,80,2068,144,9,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,145,0,557,66,163,27,3,15,84,7,4,29,77,6,1,0,6,11,0,Training
2009,anderga01,2500000,124,123,3079,193,4,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,135,0,496,52,133,27,0,13,61,1,0,27,73,2,2,0,9,11,0,Training
2010,anderga01,550000,34,25,703,38,2,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,155,8,28,6,1,2,12,1,0,5,34,1,0,1,2,6,0,Training
2009,anderjo03,400000,107,70,2057,172,6,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,118,0,283,42,68,7,4,1,24,25,5,13,43,0,1,1,0,7,0,Training
2006,anderma02,925000,67,54,1414,104,74,9,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,134,0,279,43,83,16,4,12,38,4,6,25,49,1,1,4,3,4,0,Training
2007,anderma02,925000,20,12,322,40,3,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,95,17,28,7,0,3,27,4,1,8,17,1,0,1,2,2,0,Training
2008,anderma02,1050000,32,23,587,68,7,2,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,87,0,138,16,29,6,0,1,10,2,1,9,27,0,0,2,2,2,0,Training
2009,anderma02,1150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Training
2016,anderty01,509500,19,19,343,3,29,2,2,0,0,0,0,0,5,6,19,19,0,0,0,343,119,45,12,28,99,0.272,3.54,2,4,3,3,478,0,50,6,3,13,20,0,35,1,4,0,0,1,3,0,0,4,11,0,0,3,0,0,0,Validation
2008,andinro01,390000,21,9,314,32,33,2,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,63,7,13,2,0,2,9,0,0,4,23,0,0,1,0,1,0,Training
2009,andinro01,400000,74,58,1582,89,172,8,41,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,78,0,198,31,44,7,0,2,10,3,3,15,47,1,0,0,2,6,0,Training
2011,andinro01,421500,149,126,3392,207,378,10,86,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,139,0,457,63,120,22,0,5,36,13,3,41,83,0,3,9,1,14,0,Training
2012,andinro01,1300000,127,107,3036,195,306,13,71,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,127,0,384,41,81,13,1,7,28,5,5,37,100,0,2,7,1,13,0,Training
2013,andinro01,1600000,30,22,607,28,61,2,17,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,76,5,14,4,0,0,4,0,0,7,27,0,0,2,0,3,0,Training
2015,andrima01,507500,25,8,197,4,5,0,1,0,0,0,0,0,3,5,25,8,0,0,2,197,69,30,8,18,49,0.267,4.11,1,2,2,2,282,8,32,1,3,2,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2009,andruel01,400000,145,140,3714,261,407,22,98,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,145,0,480,72,128,17,8,6,40,33,6,40,77,0,6,12,3,4,0,Training
2010,andruel01,418420,148,144,3874,242,401,16,89,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,148,0,588,88,156,15,3,0,35,32,15,64,96,0,5,17,0,6,0,Training
2011,andruel01,452180,147,142,3784,245,407,25,102,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,150,0,587,96,164,27,3,5,60,37,12,56,74,0,5,16,1,17,0,Training
2012,andruel01,2625000,153,150,3999,233,414,16,91,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,158,0,629,85,180,31,9,3,62,21,10,57,96,0,5,17,3,15,0,Training
2013,andruel01,5050000,146,145,3866,212,362,14,97,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,156,0,620,91,168,17,4,4,67,42,8,52,97,1,4,16,6,19,0,Training
2014,andruel01,6475000,153,152,3928,237,371,18,94,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,157,0,619,72,163,35,1,2,41,27,15,46,96,0,3,9,7,21,0,Training
2015,andruel01,15000000,160,159,4214,248,516,22,114,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,160,0,596,69,154,34,2,7,62,25,9,46,78,1,2,8,9,14,0,Training
2016,andruel01,15333333,147,146,3882,229,413,17,105,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,147,0,506,75,153,31,7,8,69,24,8,47,70,2,4,4,7,18,0,Validation
2006,ankieri01,335000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
2008,ankieri01,900000,106,100,2698,236,4,8,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,120,0,413,65,109,21,2,25,71,2,1,42,100,3,5,0,3,8,0,Training
2009,ankieri01,2825000,101,90,2387,203,5,5,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,122,0,372,50,86,21,2,11,38,4,3,26,99,4,3,0,3,5,0,Training
2010,ankieri01,2750000,70,57,1603,141,5,4,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,211,31,49,13,1,6,24,3,1,26,71,2,2,0,1,3,0,Training
2011,ankieri01,1500000,113,90,2535,245,9,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,122,0,380,46,91,20,0,9,37,10,3,29,96,1,2,3,1,7,0,Training
2012,ankieri01,1250000,62,37,1146,115,2,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,68,0,158,15,36,10,2,5,15,1,3,12,59,3,0,1,0,3,0,Training
2012,aokino01,1000000,133,119,3276,231,8,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,151,0,520,81,150,37,4,10,50,30,8,43,55,1,13,7,5,6,0,Training
2013,aokino01,1712500,149,146,3892,290,9,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,155,0,597,80,171,20,3,8,37,20,12,55,40,1,11,8,3,9,0,Training
2014,aokino01,1950000,120,119,2875,212,5,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,132,0,491,63,140,22,6,1,43,17,8,43,49,0,6,8,1,5,0,Training
2015,aokino01,4000000,87,85,2189,136,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,355,42,102,12,3,5,26,14,5,30,25,0,6,1,0,8,0,Training
2016,aokino01,5500000,113,102,2675,188,5,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,118,0,417,63,118,24,4,4,28,7,9,34,45,0,9,5,1,9,0,Validation
2006,aquingr01,342000,42,0,145,5,6,0,2,0,0,0,0,0,2,0,42,0,0,0,0,145,54,24,8,24,51,0.283,4.47,2,2,4,0,220,12,27,1,0,7,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Training
2007,aquingr01,399000,15,0,42,0,1,0,0,0,0,0,0,0,0,1,15,0,0,0,0,42,13,7,2,5,12,0.245,4.5,1,2,0,0,59,8,9,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2008,aquingr01,500000,9,0,28,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,28,17,13,1,9,9,0.415,12.54,0,0,2,0,54,5,13,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2014,archech01,500000,32,32,584,10,17,4,2,0,0,0,0,0,10,9,32,32,0,0,0,584,177,72,12,72,173,0.243,3.33,1,8,8,0,822,0,85,4,9,14,32,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Training
2015,archech01,1166667,34,34,636,5,22,2,3,0,0,0,0,0,12,13,34,34,1,1,0,636,175,76,19,66,252,0.22,3.23,0,13,3,0,868,0,85,2,2,10,34,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Training
2016,archech01,2916667,33,33,604,14,19,2,0,0,0,0,0,0,9,19,33,33,0,0,0,604,183,90,30,67,233,0.238,4.02,0,11,3,0,850,0,100,6,4,12,33,0,7,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,Validation
2014,arciaos01,512500,100,97,2540,191,8,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,103,0,372,46,86,16,3,20,57,1,2,31,127,4,6,0,1,6,0,Training
2015,arciaos01,532500,19,18,438,37,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,58,6,16,0,0,2,8,0,0,4,15,4,2,0,1,2,0,Training
2016,arciaos01,535000,56,50,1298,105,3,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,202,17,41,7,1,8,23,1,1,18,80,0,1,0,1,1,0,Validation
2006,ardoida01,335000,40,37,970,239,16,3,1,2,0,21,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,122,14,22,5,1,0,3,0,0,9,33,2,3,1,0,3,0,Training
2014,arenano01,500000,111,111,2901,69,280,15,31,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,432,58,124,34,2,18,61,2,1,25,58,1,4,1,5,13,0,Training
2015,arenano01,512500,157,156,4086,105,385,17,42,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,157,0,616,97,177,43,4,42,130,2,5,34,110,13,4,0,11,17,0,Training
2016,arenano01,5000000,160,159,4132,99,378,13,39,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,160,0,618,116,182,35,6,41,133,2,3,68,103,10,2,0,8,17,0,Validation
2011,arencjp01,417400,122,118,3179,822,72,6,4,12,0,87,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,129,0,443,47,97,20,4,23,78,1,1,36,133,3,4,0,3,6,0,Training
2012,arencjp01,489600,94,91,2400,622,57,4,1,9,0,53,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,102,0,347,45,81,16,0,18,56,1,0,18,108,1,3,1,3,4,0,Training
2013,arencjp01,505600,131,115,3176,891,49,11,6,13,0,62,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,138,0,474,45,92,18,0,21,55,0,2,18,148,0,3,0,2,8,0,Training
2014,arencjp01,1800000,45,42,1088,304,20,4,18,3,0,9,3,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0.25,0.0,0,0,0,0,4,1,0,0,0,0,63,0,203,20,36,9,0,10,35,0,0,10,62,0,7,0,2,6,0,Training
2010,ariasal02,415500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
2011,ariasal02,439500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
2007,ariasjo01,381000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
2010,ariasjo01,402000,49,27,776,86,66,4,23,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,128,23,33,6,1,0,13,1,0,4,23,0,0,2,0,2,0,Training
2013,ariasjo01,925000,98,47,1476,105,119,5,29,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,102,0,225,17,61,9,2,1,19,1,0,4,33,1,1,4,2,4,0,Training
2014,ariasjo01,1150000,86,39,1251,132,85,3,26,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,107,0,193,18,49,9,0,0,15,1,0,8,23,2,0,1,2,1,0,Training
2015,ariasjo01,1450000,20,9,288,22,34,4,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,58,5,12,1,0,1,4,1,0,0,12,0,0,1,0,1,0,Training
2006,armasto02,2100000,30,30,462,7,20,0,0,0,0,0,0,0,9,12,30,30,0,0,0,462,167,86,19,64,97,0.279,5.03,7,6,13,1,693,0,96,12,6,14,30,0,50,1,3,0,0,0,1,0,0,1,21,0,0,5,0,2,0,Training
2007,armasto02,3000000,31,15,291,5,8,0,0,0,0,0,0,0,4,5,31,15,0,0,0,291,111,65,18,38,73,0.287,6.03,3,2,8,0,442,6,68,2,7,5,31,0,26,0,3,1,0,0,2,0,0,0,12,0,0,2,0,0,0,Training
2009,arredjo01,410000,43,0,135,5,3,0,0,0,0,0,0,0,2,3,43,0,0,0,0,135,47,30,6,23,47,0.269,6.0,2,5,0,1,202,15,30,3,1,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2011,arredjo01,480000,53,0,159,10,1,0,0,0,0,0,0,0,4,4,53,0,0,0,0,159,43,19,5,31,48,0.226,3.23,5,4,2,2,226,10,21,3,0,6,53,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Training
2012,arredjo01,800000,66,0,183,7,9,1,1,0,0,0,0,0,6,2,66,0,0,0,1,183,50,20,7,34,62,0.225,2.95,2,0,1,2,263,17,26,2,4,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training
2011,arrieja01,419000,22,22,358,9,16,3,3,0,0,0,0,0,10,8,22,22,0,0,0,358,115,67,21,59,93,0.253,5.05,2,0,4,0,523,0,70,3,2,9,22,0,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Training
2012,arrieja01,488500,24,18,344,4,18,3,2,0,0,0,0,0,3,9,24,18,0,0,0,344,122,79,16,35,109,0.272,6.2,3,4,5,0,496,1,82,3,4,8,24,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,Training
2013,arrieja01,516500,14,14,226,12,15,1,0,0,0,0,0,0,5,4,14,14,0,0,0,226,59,40,9,41,60,0.233,5.445,1,1,5,0,324,0,41,2,3,5,14,0,15,0,2,0,0,0,2,0,0,0,10,0,0,4,0,0,0,Training
2014,arrieja01,500000,25,25,470,17,20,2,1,0,0,0,0,0,10,5,25,25,1,1,0,470,114,44,5,41,167,0.203,2.53,2,8,3,0,614,0,46,5,3,9,26,0,39,3,7,2,1,0,3,0,0,2,16,0,0,6,0,1,0,Training
2015,arrieja01,3630000,33,33,687,33,49,4,5,0,0,0,0,0,22,6,33,33,4,3,0,687,150,45,10,48,236,0.185,1.77,2,6,6,0,870,0,52,4,1,15,33,0,79,5,12,1,1,2,2,0,0,1,45,0,0,3,0,1,0,Training
2016,arrieja01,10700000,31,31,592,12,40,3,6,0,0,0,0,0,18,8,31,31,1,1,0,592,138,68,16,76,190,0.194,3.1,1,16,6,0,795,0,72,2,1,17,31,0,65,7,17,2,1,2,7,0,0,4,28,0,0,1,0,1,0,Validation
2006,arroybr01,3000000,35,35,722,29,33,0,4,0,0,0,0,0,14,11,35,35,3,1,0,722,222,88,31,64,184,0.243,3.29,7,6,5,0,992,0,98,9,2,14,35,0,81,5,9,3,0,2,6,0,0,3,31,0,0,10,0,1,0,Training
2007,arroybr01,4125000,34,34,632,11,27,1,0,0,0,0,0,0,9,15,34,34,1,0,0,632,232,99,28,63,156,0.28,4.23,6,4,13,0,921,0,109,10,7,12,34,0,70,5,10,2,0,1,3,0,0,2,30,0,1,6,0,1,0,Training
2008,arroybr01,4575000,34,34,600,18,31,0,0,0,0,0,0,0,15,11,34,34,1,0,0,600,219,106,29,68,163,0.281,4.77,2,6,6,0,871,0,116,13,6,20,40,0,61,4,12,3,0,1,6,1,0,4,21,0,0,9,0,1,0,Training
2009,arroybr01,10125000,33,33,661,18,31,2,3,0,0,0,0,0,15,13,33,33,3,2,0,661,214,94,31,65,127,0.256,3.84,6,1,9,0,923,0,101,9,5,24,36,0,62,4,7,3,0,0,0,0,0,0,27,0,0,14,0,2,0,Training
2010,arroybr01,11625000,33,33,647,18,31,0,5,0,0,0,0,0,17,10,33,33,2,0,0,647,188,93,29,59,121,0.234,3.88,5,1,6,1,880,0,95,6,5,19,34,0,68,5,10,0,0,1,8,0,0,2,31,0,0,6,1,1,0,Training
2011,arroybr01,7666666,32,32,597,22,30,4,2,0,0,0,0,0,9,12,32,32,1,1,0,597,227,112,46,45,108,0.286,5.07,5,0,6,0,855,0,119,6,5,15,36,0,57,1,6,2,0,0,2,0,0,1,27,0,0,8,0,0,0,Training
2012,arroybr01,8166666,32,32,606,16,31,0,1,0,0,0,0,0,12,10,32,32,1,1,0,606,209,84,26,35,129,0.267,3.74,1,3,5,0,835,0,86,7,6,12,32,0,63,4,9,1,0,1,3,0,0,1,28,0,0,6,1,1,0,Training
2013,arroybr01,16445535,32,32,606,15,29,1,1,0,0,0,0,0,14,12,32,32,2,1,0,606,199,85,32,34,124,0.258,3.79,2,1,7,2,823,0,88,4,7,13,32,0,59,0,4,0,0,0,0,0,0,0,26,0,0,16,0,1,0,Training
2014,arroybr01,9500000,14,14,258,12,12,1,2,0,0,0,0,0,7,4,14,14,1,0,0,258,92,39,10,19,47,0.279,4.08,1,2,3,0,357,0,40,3,2,14,15,0,27,5,6,0,0,0,0,0,0,0,12,0,0,4,0,0,0,Training
